Dress_type,Brand,Actual_price,Disc_price,Image
Women's A-Line Kurta,Aurelia,1699.0,1499.0,https://m.media-amazon.com/images/I/81fGbsxVrCL._AC_UL320_.jpg
Women's Straight Winter Kurta,Aurelia,2599.0,1299.0,https://m.media-amazon.com/images/I/81IWYs2cwoL._AC_UL320_.jpg
Women's Cotton Straight Kurta (VCK1812E_Green),Vaamsi,1688.0,449.0,https://m.media-amazon.com/images/I/61nhXDxZ-jL._AC_UL320_.jpg
Women's Wool Regular Kurta,Aurelia,1499.0,674.0,https://m.media-amazon.com/images/I/71Srf8LhyDL._AC_UL320_.jpg
Anahi Women's Synthetic Kurta,Anahi by Unlimited,1299.0,974.0,https://m.media-amazon.com/images/I/71pENoPNnML._AC_UL320_.jpg
Women's Rayon Kurti | Kurti for Women and Girls (Black),Divas Collection,999.0,499.0,https://m.media-amazon.com/images/I/71Zi9myFOxL._AC_UL320_.jpg
"Women's Pack of 3 Printed Readymade Kurti (K 2,4,6)",Morpich Fashion,999.0,599.0,https://m.media-amazon.com/images/I/71+cmGwV3MS._AC_UL320_.jpg
Women Rayon Staright Kurta Pant Set - PA-480,Kurti Craft,1290.0,590.0,https://m.media-amazon.com/images/I/71aCCUP0puL._AC_UL320_.jpg
"Rayon Printed Short Kurti Top with Bell Sleeves, Skirt and Dupatta Set",ETHNIC TREND,1895.0,1384.0,https://m.media-amazon.com/images/I/91dI45Mso+L._AC_UL320_.jpg
Sajan Creation Women Rayon Anarkali Embroidered Kurti Blue,Generic,1149.0,649.0,https://m.media-amazon.com/images/I/61gGy09YBmL._AC_UL320_.jpg
Women's Multicolor Straight Crepe Kurta,HIVA TRENDZ,999.0,199.0,https://m.media-amazon.com/images/I/51RAfwsPUaL._AC_UL320_.jpg
Women's Kurta,ZIYAA,1470.0,329.0,https://m.media-amazon.com/images/I/61AKW6F9wML._AC_UL320_.jpg
White Floral Print A Line Cotton Kurti Suit,Soch,1998.0,719.0,https://m.media-amazon.com/images/I/814sNcqSCoL._AC_UL320_.jpg
Women's Burly Wood Printed Straight Kurta,Idalia,2499.0,829.0,https://m.media-amazon.com/images/I/71gTcy6t9TL._AC_UL320_.jpg
W for Women's Straight Kurta,W for Woman,1899.0,721.0,https://m.media-amazon.com/images/I/81qCtVYi65L._AC_UL320_.jpg
Pintex Light Green Color Cotton Short Kurta,Rama,3999.0,299.0,https://m.media-amazon.com/images/I/711anCLzVVL._AC_UL320_.jpg
Women's Teal Poly Crepe Kurta,Janasya,1269.0,599.0,https://m.media-amazon.com/images/I/71R-Vjz6oPS._AC_UL320_.jpg
Women's Embroidered Kurta with Sharara Set,Barkha Fab,2999.0,649.0,https://m.media-amazon.com/images/I/81NncKA4zPS._AC_UL320_.jpg
Womens Rayon Kurtis Pant and Dupatta Set,VIAXOS FASHION,1999.0,1299.0,https://m.media-amazon.com/images/I/61n-uEH7BcL._AC_UL320_.jpg
Women's Navy Blue Cotton Kurta,Janasya,1898.0,949.0,https://m.media-amazon.com/images/I/611k8DK7DcS._AC_UL320_.jpg
"Astya Style New Women's Rajasthani Gold Printed Black Anarkali Kurta with Red Dupatta Set (M,L,XL,XXL)",Astya style - JAIPURI BLOCK PRINT,2599.0,699.0,https://m.media-amazon.com/images/I/81UyRLsle6S._AC_UL320_.jpg
Foil Printed Kurta with Palazzo Set,Vaani Creation,3999.0,899.0,https://m.media-amazon.com/images/I/61VSodiq44S._AC_UL320_.jpg
Femezone Women's Cotton Aari Work/Printed Kurti Pant & Dupatta Set(Green aari),FEMEZONE Fashion with Tradition,2699.0,1299.0,https://m.media-amazon.com/images/I/41Jms0ICUzS._AC_UL320_.jpg
Women's Regular Kurta,Aurelia,2199.0,1649.0,https://m.media-amazon.com/images/I/7112oOfGRnL._AC_UL320_.jpg
Women's Kurta,Biyu Being With You,6719.0,2154.0,https://m.media-amazon.com/images/I/812IVWpiWFL._AC_UL320_.jpg
Cotton Stretch Capris,Morpankh,799.0,439.0,https://m.media-amazon.com/images/I/81gESjhzKmL._AC_UL320_.jpg
Women's Kurta,W for Woman,1799.0,684.0,https://m.media-amazon.com/images/I/81GHfbLJbKL._AC_UL320_.jpg
Lucknow Chikankari Handcrafted Faux Georgette Kurti Kurta Regular Wear A151043 Black,Ada,1699.0,1990.0,https://m.media-amazon.com/images/I/71f-kWLjalL._AC_UL320_.jpg
Loyster Women's Rayon Printed 3/4 Sleeve Regular Anarkali Kurti with Jacket,Generic,1550.0,700.0,https://m.media-amazon.com/images/I/61S3infEJJS._AC_UL320_.jpg
Women's Straight Fit Foil Printed Rayon Kurta with Plazzo Pants,SOURBH,2999.0,719.0,https://m.media-amazon.com/images/I/81k7ntMbpRL._AC_UL320_.jpg
Light Yellow Glorious Straight Poly Viscose Kurti,Dhumketu,4000.0,1099.0,https://m.media-amazon.com/images/I/71QG4Ltq8QL._AC_UL320_.jpg
"Printed Kurti Set with Matching Mask, Plazzo Kurti Set for Women - Plazzo with 2 Pockets, Made with Pure Cotton",Heermaaya,3499.0,1150.0,https://m.media-amazon.com/images/I/81nI2wLswyL._AC_UL320_.jpg
Women's Crepe Kurta,Pop Mantra,999.0,249.0,https://m.media-amazon.com/images/I/71JagZk1GmL._AC_UL320_.jpg
Women's Dark Blue Poly Crepe Kurta,Janasya,1299.0,489.0,https://m.media-amazon.com/images/I/81UFat6BDhL._AC_UL320_.jpg
Women's Kurta,W for Woman,1799.0,791.0,https://m.media-amazon.com/images/I/81k-bxMd3iL._AC_UL320_.jpg
Women's Straight Fit Kurta,Aurelia,1099.0,439.0,https://m.media-amazon.com/images/I/81pVfdk3i5L._AC_UL320_.jpg
Women's Rayon Straight Kurta,NAARI,1799.0,899.0,https://m.media-amazon.com/images/I/511Ae93Mx9L._AC_UL320_.jpg
Yash Gallery Women's Rayon Floral Printed Anarkali Kurta (Blue)…,Yash Gallery,2999.0,699.0,https://m.media-amazon.com/images/I/41+cFxJB1TL._AC_UL320_.jpg
Women's Kurta,EASYBUY,399.0,319.0,https://m.media-amazon.com/images/I/71LI+IvtQpL._AC_UL320_.jpg
Cotton Digital Printed Kurti(VCK1059C_Grey_Free Size),Vaamsi,2299.0,449.0,https://m.media-amazon.com/images/I/71x0rZuT9sS._AC_UL320_.jpg
Women's Georgette Kurta,Soch,2498.0,1068.0,https://m.media-amazon.com/images/I/81qXssh5KIL._AC_UL320_.jpg
Women's Kurta,W for Woman,1699.0,628.0,https://m.media-amazon.com/images/I/815ElsPo5HL._AC_UL320_.jpg
Women Rayon Straight Kurta,Pankvi,2449.0,1219.0,https://m.media-amazon.com/images/I/71sQlrQ10MS._AC_UL320_.jpg
Designer Embroidered Rayon Anarkali Kurta with Jacket for Women's and Girls | Kurta with Jacket Set for Women,Ngudi,1499.0,599.0,https://m.media-amazon.com/images/I/410JFTTFa1L._AC_UL320_.jpg
Women's Kurta,Pop Mantra,1023.0,199.0,https://m.media-amazon.com/images/I/718LG5fehAL._AC_UL320_.jpg
Virandavan Fabrics Kota Doria Handloom Women's Rayon Kurta and Skirt,Generic,2299.0,649.0,https://m.media-amazon.com/images/I/71XPxR-TZ6L._AC_UL320_.jpg
Women's Plus Size Rayon Blue Stripes Long Kurta,Lastinch,1699.0,1699.0,https://m.media-amazon.com/images/I/61IjaTSjHQL._AC_UL320_.jpg
Women's Kurta,BIBA,2599.0,1448.0,https://m.media-amazon.com/images/I/61CUlSI5LUL._AC_UL320_.jpg
Girl's Kurta Sets,Bitiya By Bhama,2499.0,689.0,https://m.media-amazon.com/images/I/91l65kqyr1S._AC_UL320_.jpg
Women's Kurta,Aurelia,1899.0,699.0,https://m.media-amazon.com/images/I/81NWRxXu97L._AC_UL320_.jpg
BANDED COLLAR SILK FRONT SLIT KURTI,VOOM,1299.0,699.0,https://m.media-amazon.com/images/I/61pDXvrFtGL._AC_UL320_.jpg
Women's Cotton Straight Short Kurti,Pistaa's,1599.0,625.0,https://m.media-amazon.com/images/I/710g8YJtZbL._AC_UL320_.jpg
Women's A-Line Kurta,ALC Creation,2499.0,486.0,https://m.media-amazon.com/images/I/81ueadlDzGL._AC_UL320_.jpg
Star Fashions Women's Rayon A-Line Kurta & Pant and Dupatta/Ladies Kurta & Pant with Dupatta/Kurta & Pant Dupatta Set/Kurti & Pant/Block Print Kurti & Pant,ASCart,1299.0,699.0,https://m.media-amazon.com/images/I/41kK1Fsb+4S._AC_UL320_.jpg
Women Rayon Printed Kurti,V2 VALUE & VARIETY,1699.0,989.0,https://m.media-amazon.com/images/I/51rVevb6ZLL._AC_UL320_.jpg
Women's Cotton Slub Solid Straight Kurta (Green),Yash Gallery,1799.0,419.0,https://m.media-amazon.com/images/I/31ijGTzdhoL._AC_UL320_.jpg
"Kurti for Womens (Fabric - Cotton, Colour- Orange)",Generic,1699.0,465.0,https://m.media-amazon.com/images/I/71SZmL4odkS._AC_UL320_.jpg
Women Cotton Kurta Pant And Dupatta Set,OMASK,1799.0,899.0,https://m.media-amazon.com/images/I/81xIrmgmtzS._AC_UL320_.jpg
Womens Cotton Embroidery Pritned flayred Kurta,Ashlee,1499.0,579.0,https://m.media-amazon.com/images/I/81qfnJm9AoL._AC_UL320_.jpg
Women's Kurta,Pop Mantra,4999.0,1049.0,https://m.media-amazon.com/images/I/71M5eqFDBzL._AC_UL320_.jpg
Women Cotton Printed Kurta with Palazzo Set,MEERA FAB,2999.0,699.0,https://m.media-amazon.com/images/I/81b4UfEEdVL._AC_UL320_.jpg
Women's Straight Kurta,W for Woman,1999.0,1099.0,https://m.media-amazon.com/images/I/81vUWPWHzvL._AC_UL320_.jpg
Women's Straight Kurta,Aurelia,1499.0,674.0,https://m.media-amazon.com/images/I/81SONj3wHwL._AC_UL320_.jpg
Women Printed Pink Straight Sleeveless Kurta,ny Apricus,2999.0,739.0,https://m.media-amazon.com/images/I/815K8fkKCxL._AC_UL320_.jpg
Women's Regular wear Casual Rayon Black Kurti with Dupatta Sharara Set,NANAK FEB,1249.0,749.0,https://m.media-amazon.com/images/I/81vMPXLm8iL._AC_UL320_.jpg
"Jaipuri Rajasthani Printed Cotton Maxi Frock Kurti (Free Size (Fit for All Upto XXL), Bhala Blue Orange) (Blue - Blue Orange)",G4Girl,1398.0,749.0,https://m.media-amazon.com/images/I/71nUKZkHsdS._AC_UL320_.jpg
Women Printed Rayon A-line Kurta (Red),A UNIQUE,2599.0,499.0,https://m.media-amazon.com/images/I/611zl6o--lS._AC_UL320_.jpg
"Women Gown Kurta (Medium, Light Yello, m)",UNEQUALL,2199.0,549.0,https://m.media-amazon.com/images/I/61RjF+akHMS._AC_UL320_.jpg
Women Printed Pure Cotton Straight Kurta (Black),SWASTI,2300.0,598.0,https://m.media-amazon.com/images/I/41Aaz6pRmnL._AC_UL320_.jpg
"Divya Fashions Women's Rayon Printed Kurti, Skirt, Dupatta Readymade Salwar Suit (Orange) (YES 3XL(XXXL) Available)",Generic,1999.0,890.0,https://m.media-amazon.com/images/I/71FFfpORxmL._AC_UL320_.jpg
"Rayon Leheria Straight Kurti, Embroidery and Gota Work on Kurti",Shagunas,1799.0,799.0,https://m.media-amazon.com/images/I/41Bm8kkswJL._AC_UL320_.jpg
Women's Regular Kurti,Amazon Brand - Myx,2199.0,801.0,https://m.media-amazon.com/images/I/71HXOGfIa9L._AC_UL320_.jpg
Women's Kurta,W for Woman,2299.0,1149.0,https://m.media-amazon.com/images/I/91jGX6h3rwL._AC_UL320_.jpg
Women Cotton Printed Dhoti Kurta Set,TexStile,2999.0,999.0,https://m.media-amazon.com/images/I/81R1ZSxASvS._AC_UL320_.jpg
SAS Printed Woolen Kurti Having Side Pocket.,Generic,1399.0,649.0,https://m.media-amazon.com/images/I/81lVJI7lkfL._AC_UL320_.jpg
Women's Kurta,Karigari by Unlimited,1699.0,649.0,https://m.media-amazon.com/images/I/618OgLvt8zL._AC_UL320_.jpg
Women's Straight Kurta,W for Woman,1499.0,464.0,https://m.media-amazon.com/images/I/71DsGu1IaVL._AC_UL320_.jpg
Women's Regular Kurta,Karigari by Unlimited,799.0,440.0,https://m.media-amazon.com/images/I/71pXl54FT7L._AC_UL320_.jpg
Women's Kurta (19AUA10888-700372_Blue Xx-Large),Aurelia,999.0,519.0,https://m.media-amazon.com/images/I/71+QnVctvPL._AC_UL320_.jpg
Women's Crepe a-line Kurta,ALC Creation,2498.0,599.0,https://m.media-amazon.com/images/I/91W0632kLSL._AC_UL320_.jpg
Women's Rayon A-Line Kurta & Palazzo/Ladies Kurta & Palazzo/Kurta & Palazzo Set/Kurti & Palazzo/Block Print Kurti & Palazzo,VAYUDUTAM,1699.0,495.0,https://m.media-amazon.com/images/I/71uGhmbCryL._AC_UL320_.jpg
"Banarasi Art Silk Kurta for Women, Traditional Straight Kurti for Wedding and Festivals",FFASHION,1999.0,599.0,https://m.media-amazon.com/images/I/817Mju1xdyL._AC_UL320_.jpg
Printed Rayon Straight Kurti with Palazzo and Dupatta for Women and Girls,Zainab Fashion,1699.0,639.0,https://m.media-amazon.com/images/I/718IHxDZt2L._AC_UL320_.jpg
Kota Doria Women's Cotton Kota Doria Hand Block Printed Dupta And Kurti Without Bottom,Generic,999.0,649.0,https://m.media-amazon.com/images/I/71ZJVPK5mKL._AC_UL320_.jpg
Women Burgundy Straight Rayon Embroidery Round Neck Kurta With Embroidery Trouser,Anaisa,3499.0,999.0,https://m.media-amazon.com/images/I/614F0KHUf-L._AC_UL320_.jpg
Blue Maroon Georgette Kurti,Enchanted Drapes,1999.0,749.0,https://m.media-amazon.com/images/I/71JGarTJEFL._AC_UL320_.jpg
Women's A Line kurta,Rangriti,999.0,299.0,https://m.media-amazon.com/images/I/816-2-0tPQL._AC_UL320_.jpg
Heavy Lining Rayon Turquoise Embroidered Kurti for Kids Girls (9-10 Years)(11-12 Years)(12-13 Years)(14-15 Years)(16-17 Years),Aarchi,1299.0,649.0,https://m.media-amazon.com/images/I/71ho2Gh8tYS._AC_UL320_.jpg
Women's Cotton Blend Kurta and Dupatta Set in Sky Blue Color Latest Kurti Designed for Casual Function wear Comfy and Smooth in Any Occasions,KIPEK,3499.0,1299.0,https://m.media-amazon.com/images/I/61nLzL706QL._AC_UL320_.jpg
Handwoven Hand Block Printed Cotton Kurti for Women/Kurta for Women/Ethnic Wear (-Blue-) (Small),kaniska fabric,1599.0,749.0,https://m.media-amazon.com/images/I/71GV1tU8b7L._AC_UL320_.jpg
Cotton A-Line Kurta (VCK1771_Light Blue),Vaamsi,1500.0,499.0,https://m.media-amazon.com/images/I/61wrxSHm+NL._AC_UL320_.jpg
0,Srishti,999.0,499.0,https://m.media-amazon.com/images/I/61t59xfhiDL._AC_UL320_.jpg
"Women Salawar Set Grey Embroidered Kurta, Trouser/Pant & Dupatta Set",7TH FAB,2999.0,1599.0,https://m.media-amazon.com/images/I/71g8cRsTGnL._AC_UL320_.jpg
Stylish Kurti with Pants for Women's,Kinjo,999.0,549.0,https://m.media-amazon.com/images/I/31f2g48Mg-L._AC_UL320_.jpg
Women Blue Printed Cotton Anarkali Kurti,AnjuShree Choice,1984.0,489.0,https://m.media-amazon.com/images/I/81O1QlO1WuL._AC_UL320_.jpg
kurtiskirt Women Latest lon Kurta with Skirt Set gota Kurti and Skirt Set for Women,Generic,1399.0,899.0,https://m.media-amazon.com/images/I/712-guroKbL._AC_UL320_.jpg
Women's Regular Kurta,Max,1699.0,899.0,https://m.media-amazon.com/images/I/81FH58RZAaL._AC_UL320_.jpg
Women's Cotton Kurti,Venisa,1299.0,298.0,https://m.media-amazon.com/images/I/81fIl1IIN1L._AC_UL320_.jpg
"Girl's Plus Size Cotton Kurti Pant ( JME-704 , Blue)",COMFORT LADY,525.0,399.0,https://m.media-amazon.com/images/I/51rzPKiy6yL._AC_UL320_.jpg
Women's Viscose A-Line Kurta,INDIBELLE,2099.0,734.0,https://m.media-amazon.com/images/I/61JV4P0PfwL._AC_UL320_.jpg
Kurti Set for Women - Round Neck Rayon 3/4 Sleeve Solid Kurti Palazzo with Dupatta for Girl,Fozaby,1699.0,649.0,https://m.media-amazon.com/images/I/41LyNNbULFS._AC_UL320_.jpg
Women Cotton Printed Anarkali Kurta With Jacket in Black,ftDiva,2499.0,741.0,https://m.media-amazon.com/images/I/31o+qquCrKL._AC_UL320_.jpg
Women's Cotton Pleated Kurta,COBIO MAN,1475.0,599.0,https://m.media-amazon.com/images/I/7135WXTlUgL._AC_UL320_.jpg
Women's Cotton Regular Kurti,Rapsodia,1749.0,598.0,https://m.media-amazon.com/images/I/61bZsO15wdL._AC_UL320_.jpg
Women's Silk A-Line Kurta,SPAN,2699.0,539.0,https://m.media-amazon.com/images/I/61mabpqIUoL._AC_UL320_.jpg
Hand Embroidery Lucknowi Chikankari Faux Georgette Kurti Kurta With Slip for Women A262097 Red,Ada,1699.0,1990.0,https://m.media-amazon.com/images/I/71g-pL03+FL._AC_UL320_.jpg
Women Rayon Printed Anarkali Gown,ftDiva,2899.0,794.0,https://m.media-amazon.com/images/I/81D9lgpq9DS._AC_UL320_.jpg
by Shoppers Stop Embroidered Round Neck Flared Womens Kurta (S21KSKU21-P),Kashish,2499.0,1250.0,https://m.media-amazon.com/images/I/61-YWXHpL8L._AC_UL320_.jpg
Women's Stitched Rayon Straight A-Line Kurti Embroidred Kurta with Narrow Pant Set,Lakshita Enterprises,1499.0,825.0,https://m.media-amazon.com/images/I/51DQPzB+xtL._AC_UL320_.jpg
Women's Straight Kurta,Sanisa,1375.0,429.0,https://m.media-amazon.com/images/I/61PncJQDxXL._AC_UL320_.jpg
Women's Cambric Cotton Golden Butti Printed Anarkali Kurta (Yellow),Yash Gallery,3799.0,779.0,https://m.media-amazon.com/images/I/41gDsOyqZSL._AC_UL320_.jpg
Women's Rayon Embroidered Anarkali Kurta (Blue),Yash Gallery,4799.0,779.0,https://m.media-amazon.com/images/I/61G7GdaFJlL._AC_UL320_.jpg
Women's Regular Kurta,Shiv Textiles,2399.0,322.0,https://m.media-amazon.com/images/I/61gi6Jqb6DL._AC_UL320_.jpg
Jaipuri Print Cotton Straight mid Length Kurta,WODREAMS,499.0,349.0,https://m.media-amazon.com/images/I/81iiuI2ylTL._AC_UL320_.jpg
Women's Kurta,pluss,2980.0,1192.0,https://m.media-amazon.com/images/I/A1XCsUCCRfL._AC_UL320_.jpg
Women's Flex Cotton Regular Kurta,WEATTIRE,1699.0,649.0,https://m.media-amazon.com/images/I/71kbKJR-w3L._AC_UL320_.jpg
Women's Cotton Kurta,Aurelia,1999.0,939.0,https://m.media-amazon.com/images/I/81FcVEnQWJL._AC_UL320_.jpg
Women's Anarkali Kurta,BIBA,2999.0,1319.0,https://m.media-amazon.com/images/I/71duJEJoITL._AC_UL320_.jpg
"Kurta for Women, Cotton Solid Kurti, Mandarin Collar 3/4 Sleeves Kurta for Girls and Women",Pervious Fashion,1800.0,499.0,https://m.media-amazon.com/images/I/71urDWbj8ML._AC_UL320_.jpg
Rayon Embroidered Kurti and Printed Skirt with Dupatta Set,ETHNIC TREND,2995.0,1340.0,https://m.media-amazon.com/images/I/91t-ViQT0mL._AC_UL320_.jpg
Women's Kurta,fashor,2199.0,1069.0,https://m.media-amazon.com/images/I/61w0VraOGgL._AC_UL320_.jpg
Karigari Women's Cotton A-Line Kurta,Karigari by Unlimited,1699.0,649.0,https://m.media-amazon.com/images/I/81JM3HxE5AL._AC_UL320_.jpg
Women Kurti,Amazon Brand - Tavasya,2099.0,419.0,https://m.media-amazon.com/images/I/81tpLHvFBoL._AC_UL320_.jpg
Women's Kurta,W for Woman,1499.0,599.0,https://m.media-amazon.com/images/I/7107ZsWuGHL._AC_UL320_.jpg
Women's Straight Fit Kurta,Aurelia,899.0,449.0,https://m.media-amazon.com/images/I/817RI+LYnwL._AC_UL320_.jpg
Women's Kurta,Pop Mantra,1999.0,449.0,https://m.media-amazon.com/images/I/91r4Z6J77pL._AC_UL320_.jpg
Women's Cotton Printed Kurta With Palazzo Dupatta Set,Khushal K,3199.0,1259.0,https://m.media-amazon.com/images/I/71ln5hnJlxL._AC_UL320_.jpg
Women's Regular Kurti,Amazon Brand - Myx,1899.0,474.0,https://m.media-amazon.com/images/I/71IDwgLNlDL._AC_UL320_.jpg
Women's Regular Kurta,Pop Mantra,1999.0,449.0,https://m.media-amazon.com/images/I/910s0opTXDS._AC_UL320_.jpg
Women Printed Reyon Bandhani Kurta with Pant Set,Aaru Fashion,1599.0,699.0,https://m.media-amazon.com/images/I/81qeJ-hPX+L._AC_UL320_.jpg
Women's Rayon Gold Printed Flared 3/4th Sleeves Round Neck Casual Wear Anarkali Kurti Kurta,VERONICA LIFESTYLE,1599.0,899.0,https://m.media-amazon.com/images/I/61h12bEqxCL._AC_UL320_.jpg
Women's Regular Dress Shirt,Anahi by Unlimited,1299.0,1109.0,https://m.media-amazon.com/images/I/81M+Wm+dL4L._AC_UL320_.jpg
Women's Rayon Regular Kurti,Amazon Brand - Tavasya,1799.0,359.0,https://m.media-amazon.com/images/I/81yzBeyZMBL._AC_UL320_.jpg
Cotton Kurta,FEMEZONE,1699.0,999.0,https://m.media-amazon.com/images/I/61rI7VmcE5L._AC_UL320_.jpg
"Women's Synthetic Straight Kurta (Mnmblack Mi12890_Cream/Black_34, Cream And Black, M)",BIBA,2099.0,860.0,https://m.media-amazon.com/images/I/71-5kB-D5eL._AC_UL320_.jpg
Pistaa women's Solid Cotton Pink Kurta,Pistaa's,1599.0,694.0,https://m.media-amazon.com/images/I/715GQAvaxdL._AC_UL320_.jpg
Rayon&Viscose Floral 3/4 Sleeve Round Neck Dhoti & Kurta Set For Women,DELHIITE,2499.0,699.0,https://m.media-amazon.com/images/I/615HThtrV1S._AC_UL320_.jpg
Women's Regular Kurta,1 Stop Fashion,1299.0,199.0,https://m.media-amazon.com/images/I/71Zd3x-5rVL._AC_UL320_.jpg
Women Yellow Printed Kurta with Palazzo Pant,MEERA FAB,1999.0,999.0,https://m.media-amazon.com/images/I/71x+uUJbBdL._AC_UL320_.jpg
Women's Cotton Slub Zari Embroidered A-line Kurta (Blue),Yash Gallery,3199.0,669.0,https://m.media-amazon.com/images/I/618+ns24rXL._AC_UL320_.jpg
Women's Cotton Printed Kurti With Printed Palazzo Pant Set (Green),DMP FASHION,1799.0,749.0,https://m.media-amazon.com/images/I/71j1ndX+NTL._AC_UL320_.jpg
"Women's Cotton Maxi Long Dress Jaipuri Printed Kurti; (Multicolour, Size: Free)",Fashion Rush,999.0,399.0,https://m.media-amazon.com/images/I/81l55ww2nZL._AC_UL320_.jpg
Women's Kurta,W for Woman,1799.0,699.0,https://m.media-amazon.com/images/I/91gdvgw7ZYL._AC_UL320_.jpg
Shifa Creation Navy Blue Rayon Kurti with Palazzo/Rayon Kurti and Palazzo (Navy Blue),Generic,1599.0,599.0,https://m.media-amazon.com/images/I/31U0sG12TYS._AC_UL320_.jpg
Women's Kantha Cotton Kurta Plain with Trouser Pant/Palazzo Set,ShopOlica,1999.0,1299.0,https://m.media-amazon.com/images/I/51bpgcnubfS._AC_UL320_.jpg
URBAN TRENDS Womens Cotton Frock Type Kurti-FTK004,UT,1599.0,729.0,https://m.media-amazon.com/images/I/61DMM3BbszL._AC_UL320_.jpg
Women's Regular Kurta,Karigari by Unlimited,1699.0,599.0,https://m.media-amazon.com/images/I/81EstuK9saL._AC_UL320_.jpg
by Shoppers Stop Womens Notched Neck Printed Kurta (Grey_Large),STOP,799.0,539.0,https://m.media-amazon.com/images/I/51FbBtVwEPL._AC_UL320_.jpg
Diamond Studded Pop Head Cut Border 4 pcs Kurta Buttons,Epraiser,499.0,289.0,https://m.media-amazon.com/images/I/61YmIBPa1xL._AC_UL320_.jpg
Women's Cotton Regular Kurta,Flizon,949.0,299.0,https://m.media-amazon.com/images/I/61CKZ4bqyNL._AC_UL320_.jpg
Women's Silk Straight Kurta,Jaipur Kurti,3799.0,1329.0,https://m.media-amazon.com/images/I/71Pl+EtOtZL._AC_UL320_.jpg
Women's Rajasthani Bandhej Flared Kurta with Matching Antidust Face Cover,Fashion Vastra,1999.0,699.0,https://m.media-amazon.com/images/I/417gVCrJl4S._AC_UL320_.jpg
Kanchan Fabrics - Women's Pant Set Having red & Black Gold prnit Kurti with Pant and Matching White Colour Dupatta Decorated with Zari samosa lace All Around boader 11262 ;,Generic,2999.0,990.0,https://m.media-amazon.com/images/I/81jWXENWevS._AC_UL320_.jpg
"Women Monika Fashion,Kurta,Trouser/Pant's with Dupatta set,Color(Green)(Women's & Girl's Fashion clothe's)",Generic,2699.0,982.0,https://m.media-amazon.com/images/I/41RSgf3z4rL._AC_UL320_.jpg
Women's Regular Dress Shirt,Karigari by Unlimited,399.0,359.0,https://m.media-amazon.com/images/I/81MuGT10SJL._AC_UL320_.jpg
Women's Regular Kurta,W for Woman,1699.0,1799.0,https://m.media-amazon.com/images/I/7114OFjPEyL._AC_UL320_.jpg
Womens Cotton Printed & Gota Work Anarkali Kurta,Maaesa,2599.0,749.0,https://m.media-amazon.com/images/I/71GmdIZhLoL._AC_UL320_.jpg
Cotton Printed A-LINE Kurta (Yellow),GULMOHAR JAIPUR,1499.0,439.0,https://m.media-amazon.com/images/I/81jjYm7GY1L._AC_UL320_.jpg
Peach Crepe A Line Kurti,Sayesha,1300.0,549.0,https://m.media-amazon.com/images/I/61GpD5UhI8L._AC_UL320_.jpg
Womens Poly Silk Kurtis Pant and Dupatta Set,VIAXOS FASHION,1999.0,1199.0,https://m.media-amazon.com/images/I/31O--rtze7L._AC_UL320_.jpg
"Women Floral Printed Pure Cotton Straight Kurta (Cotton, 54, m) Green",SWASTI,2300.0,629.0,https://m.media-amazon.com/images/I/31WeFxM7NNS._AC_UL320_.jpg
Women's Crepe Stitched Wrap Kurti,OPERA DESIGNER,1999.0,499.0,https://m.media-amazon.com/images/I/81M7WBI6NeL._AC_UL320_.jpg
Women Cotton Blend Panelled Kurta Kurti,PATRORNA,2399.0,699.0,https://m.media-amazon.com/images/I/71DCnMyBM0L._AC_UL320_.jpg
Bhagwati Udhyog Women's Printed Mustard Colour Kurta.,Bhagwatiudyog,1999.0,799.0,https://m.media-amazon.com/images/I/817e3xCkUUL._AC_UL320_.jpg
Women's Kurta,Rangriti,1299.0,545.0,https://m.media-amazon.com/images/I/81Uc70MRBBL._AC_UL320_.jpg
Women's Cotton Kurta,PANIT,2299.0,1144.0,https://m.media-amazon.com/images/I/71VYZvfqyaL._AC_UL320_.jpg
Women's Rayon Solid Kurta with Palazzo Bottom Set,DHRUVI TRENDZ,2599.0,949.0,https://m.media-amazon.com/images/I/71th+HMnUVL._AC_UL320_.jpg
Women's Asymmetrical Hemline Kurta,Rangriti,999.0,299.0,https://m.media-amazon.com/images/I/81EyYmyV+eL._AC_UL320_.jpg
Glorious Women Rayon Stripes Printed Straight Line Kurta(Red),Unknown,999.0,499.0,https://m.media-amazon.com/images/I/312A5dIVYgS._AC_UL320_.jpg
Women's Cotton Regular Kurta,W for Woman,1699.0,1274.0,https://m.media-amazon.com/images/I/71PiOdu9qzL._AC_UL320_.jpg
Women's Slub Rayon anarkali Kurti With Free Watch-(Pink),Leriya Fashion,1999.0,649.0,https://m.media-amazon.com/images/I/61-sWSX4dHL._AC_UL320_.jpg
Women's Rust Art Silk Straight Kurta With Pant And Dupatta,Janasya,4299.0,1684.0,https://m.media-amazon.com/images/I/81bNH34LyjL._AC_UL320_.jpg
Women's Cotton a-line Kurta,pluss,1880.0,752.0,https://m.media-amazon.com/images/I/91pkyBQmMYL._AC_UL320_.jpg
Women's Rayon Gold Printed Kurta And Palazzo (Off-White),YAZO,2999.0,899.0,https://m.media-amazon.com/images/I/71Q30Q1Zv6L._AC_UL320_.jpg
Women's Straight Kurta,BIBA,1499.0,629.0,https://m.media-amazon.com/images/I/71wQdjvqK+L._AC_UL320_.jpg
