Dress_type,Brand,Actual_price,Disc_price,Image
Women's Straight Kurta,Aurelia,1499.0,674.0,https://m.media-amazon.com/images/I/81w4dsNpyNL._AC_UL320_.jpg
Women's Cotton Geometric Printed Straight Kurta with Sharara Set (Pink),JAPER KURTI,3699.0,1099.0,https://m.media-amazon.com/images/I/81o-C2ULZhL._AC_UL320_.jpg
Women's Cotton Anarkali Kurta,W for Woman,2499.0,1174.0,https://m.media-amazon.com/images/I/81zqkbh3iFL._AC_UL320_.jpg
Women's Kurta,Max,749.0,412.0,https://m.media-amazon.com/images/I/81w5Ax2muAL._AC_UL320_.jpg
Vaibhav Designing Arts Designer Women's Printed Full Long Gown Dress Kurti for Casual and Work wear for Women and Girls (Rayon),Generic,1199.0,290.0,https://m.media-amazon.com/images/I/61zrVVg2OPL._AC_UL320_.jpg
Women's Rayon Anarkali Kurta,Janakdulari Creation,1499.0,549.0,https://m.media-amazon.com/images/I/71WadEyR77L._AC_UL320_.jpg
Women's Rayon Embroided Kurti and Sharara Set,Generic,1299.0,634.0,https://m.media-amazon.com/images/I/61yEfNFkXkL._AC_UL320_.jpg
Women Stitched Straight Yellow Embroidery Cotton A-line Kurti,A4W,2895.0,585.0,https://m.media-amazon.com/images/I/814LKRqBa+S._AC_UL320_.jpg
Women Woven Designer Anarkali Kurti,Sashay Boutique,1699.0,649.0,https://m.media-amazon.com/images/I/71-NVldZ6BL._AC_UL320_.jpg
Women's Black Gold Print Rayon Kurta & Palazzo/Ladies Kurta & Palazzo/Kurta & Palazzo Set/Kurti & Palazzo/Block Print Kurti & Palazzo,kalpit creations,1499.0,499.0,https://m.media-amazon.com/images/I/61M3BoDvJ2L._AC_UL320_.jpg
Womens Cotton Embroidred Kurta With Printed Pant Set (Purple),Sanganeri Kurti,2999.0,699.0,https://m.media-amazon.com/images/I/61zAiK0kKUL._AC_UL320_.jpg
Women's Cotton Foil Printed Straight Kurta with Palazzo,GoSriKi,3599.0,599.0,https://m.media-amazon.com/images/I/61etWkRl0xS._AC_UL320_.jpg
Women's Straight Kurta,Aurelia,1299.0,359.0,https://m.media-amazon.com/images/I/8150PlpDW9L._AC_UL320_.jpg
KHWAAB Rayon Printed Kurta/Palazzo/Dupatta Women's Kurta Set,Generic,2699.0,999.0,https://m.media-amazon.com/images/I/41Yz-jPYOqL._AC_UL320_.jpg
Women's Straight Kurta,Rangriti,799.0,239.0,https://m.media-amazon.com/images/I/91jOnnXoFiL._AC_UL320_.jpg
Women's Regular Kurti,Amazon Brand - Myx,1699.0,662.0,https://m.media-amazon.com/images/I/71XcGVEZP5L._AC_UL320_.jpg
Women's Regular Kurti,Navlik,7999.0,1559.0,https://m.media-amazon.com/images/I/91WmUS61ajL._AC_UL320_.jpg
Stylish Apple Cut Mustard Rayon Hand Work Kurti with Plain Red Pocket Patiyala & Phulkari Red Dupatta,MT Patiyala,1685.0,830.0,https://m.media-amazon.com/images/I/8108UHBeLpL._AC_UL320_.jpg
Women's Rayon Regular Kurti with Sharara Set | Fully Stitched Solid Kurti with Printed Sharara | Rayon Solid Kurta with Palazzo Bottom Set,Resarupraj,1599.0,649.0,https://m.media-amazon.com/images/I/61ikPr59DtL._AC_UL320_.jpg
Women's Straight Kurta,W for Woman,1799.0,759.0,https://m.media-amazon.com/images/I/714ddOGMwuL._AC_UL320_.jpg
Women's Crepe Straight,Ty,1999.0,699.0,https://m.media-amazon.com/images/I/91zLdPiNnkL._AC_UL320_.jpg
Women's Rayon Printed Kurta Sharara Set For Women And Girls,Lee Moda,2999.0,949.0,https://m.media-amazon.com/images/I/41S9WUtSoaL._AC_UL320_.jpg
Women's Cotton Straight Kurta,GMI,999.0,299.0,https://m.media-amazon.com/images/I/61aUZ8gWQJL._AC_UL320_.jpg
Women's Kurta,Vaamsi,999.0,299.0,https://m.media-amazon.com/images/I/71+W3NFSm1L._AC_UL320_.jpg
Women's Straight Cotton kurta with Pant Set,Revine Outfits,2199.0,629.0,https://m.media-amazon.com/images/I/81i1LCiWT4L._AC_UL320_.jpg
Printed Three-quarter Sleeves Kurta,Max,1699.0,499.0,https://m.media-amazon.com/images/I/81z0ycaV+EL._AC_UL320_.jpg
Solid Black Embroiderey Kurta Pant Set,Fourslices,1999.0,799.0,https://m.media-amazon.com/images/I/51FulaqF4DS._AC_UL320_.jpg
Women's Navy Blue & Green Floral Printed A-Line Kurta,Tissu,1499.0,944.0,https://m.media-amazon.com/images/I/71YcH2anT-L._AC_UL320_.jpg
Women's Casual Embroidered Cotton Plus Size Kurti,Hetsa,999.0,449.0,https://m.media-amazon.com/images/I/31IEGsIAKYL._AC_UL320_.jpg
Women's Coloured Pure Cambric Cotton Jaipuri Printed Kurta Set With Dupatta (S To XXL- Size),Rajnandini,4330.0,1299.0,https://m.media-amazon.com/images/I/91PSzjKsisL._AC_UL320_.jpg
Women's Kurta,W for Woman,1499.0,659.0,https://m.media-amazon.com/images/I/91ej2TaoUiL._AC_UL320_.jpg
Printed Kurti with Plazo Set (Size; S),HAYA,1200.0,499.0,https://m.media-amazon.com/images/I/81YxvREKA+L._AC_UL320_.jpg
Women's Pure Cambric Cotton Blue And Black Jaipuri Floral Printed Kurti (S To XXL- Size),Rajnandini,1996.0,569.0,https://m.media-amazon.com/images/I/81wZ0GTv-3L._AC_UL320_.jpg
Anarkali Kurti for Women and Girls Floral Golden Print Regular Slim Fit Rayon Blue (Set of 1),Aj Art,1599.0,699.0,https://m.media-amazon.com/images/I/812Yd5ytPDL._AC_UL320_.jpg
Women Rayon Anarkali Embroidered Kurti,Tansa,1199.0,599.0,https://m.media-amazon.com/images/I/61fmv-++duL._AC_UL320_.jpg
Women's Kurta,BIBA,2999.0,1769.0,https://m.media-amazon.com/images/I/81fTgXKmnLL._AC_UL320_.jpg
"Ro-Sky Fashion- Women Jaipuri Printed Rajasthani Treding Anarkali Kurta (Black Colour, Free Size)",Generic,999.0,485.0,https://m.media-amazon.com/images/I/81u0lAtkJjL._AC_UL320_.jpg
Women's Kurta,BIBA,1699.0,662.0,https://m.media-amazon.com/images/I/91eKbxK-WWL._AC_UL320_.jpg
Women's Cotton Floral Printed Anarkali Kurta Blue,Yash Gallery,2899.0,649.0,https://m.media-amazon.com/images/I/41AXUHkBdYL._AC_UL320_.jpg
Women's Straight Kurta,BIBA,1699.0,696.0,https://m.media-amazon.com/images/I/91PVw0rvxyL._AC_UL320_.jpg
Women's Kurta,W for Woman,1899.0,665.0,https://m.media-amazon.com/images/I/71awxsPhBZL._AC_UL320_.jpg
Women's Rayon Printed Kurta with Pant,ERISHA,1999.0,659.0,https://m.media-amazon.com/images/I/61WsUAk0ftL._AC_UL320_.jpg
Women's Cotton Regular Kurta,Pistaa's,1599.0,799.0,https://m.media-amazon.com/images/I/71PQ-rBCGeL._AC_UL320_.jpg
Women's A-Line Kurta,Vaamsi,999.0,299.0,https://m.media-amazon.com/images/I/61+zf3E8JzL._AC_UL320_.jpg
Women's Cotton Slub Geomatrical Printed Anarkali Kurta Off White,Yash Gallery,2399.0,739.0,https://m.media-amazon.com/images/I/71FF6+4OQzL._AC_UL320_.jpg
Women's Kurta,W for Woman,1599.0,639.0,https://m.media-amazon.com/images/I/81xOwijyclL._AC_UL320_.jpg
Woman's Cotton Flex Baby Pink Kurti in Frock Style (AR196_Baby Pink),ARYAN,1199.0,599.0,https://m.media-amazon.com/images/I/717oDcuoJ7L._AC_UL320_.jpg
Women's Cotton Kurta,EthnicJunction,1370.0,399.0,https://m.media-amazon.com/images/I/81YKMQtdwOL._AC_UL320_.jpg
Printed Double Layered Kurta for Women,PALASHKRITI,999.0,799.0,https://m.media-amazon.com/images/I/81yywoe2LML._AC_UL320_.jpg
Women Cotton Kurta With Skirt Set,FABRIC FITOOR,4599.0,999.0,https://m.media-amazon.com/images/I/81Azp1JCRuL._AC_UL320_.jpg
Women's Kurta,BIBA,3299.0,1049.0,https://m.media-amazon.com/images/I/81o3vBIMn+L._AC_UL320_.jpg
Pop Mantra Women's crepe straight Kurta,Pop Mantra,1023.0,199.0,https://m.media-amazon.com/images/I/814oERYuSlL._AC_UL320_.jpg
Ethnic Junction Women's Orange Cotton Blend Embroidered Straight Kurta,EthnicJunction,1370.0,379.0,https://m.media-amazon.com/images/I/81FuxRxK0vL._AC_UL320_.jpg
Lalabuy Pink Pastel Kurti-Sharara Set for Girls (6-12 Months) (18-24 Months),Lalabuy,999.0,499.0,https://m.media-amazon.com/images/I/71ZeexNkd3L._AC_UL320_.jpg
Plus Size Embroidery Cotton Kurtis for Women,Lerkiza,2000.0,499.0,https://m.media-amazon.com/images/I/61obJk1tqxL._AC_UL320_.jpg
Women's Kurta,BIBA,1799.0,810.0,https://m.media-amazon.com/images/I/81zfRracNEL._AC_UL320_.jpg
Women's Kurta,BIBA,1999.0,760.0,https://m.media-amazon.com/images/I/81g0wpfgECL._AC_UL320_.jpg
Women's Coral Printed Cotton Kurta Set,Idalia,3999.0,1429.0,https://m.media-amazon.com/images/I/61kpE7pBG9L._AC_UL320_.jpg
Women's Printed Crepe Straight Kurta Combo(Pack of 2),Reeah,2999.0,589.0,https://m.media-amazon.com/images/I/91FWzJVSM9L._AC_UL320_.jpg
Women's Silk Straight Kurta Set,Jaipur Kurti,3049.0,989.0,https://m.media-amazon.com/images/I/61e+B1JpS+L._AC_UL320_.jpg
by FBB Women's Synthetic a-line Kurta (1001639402_Pink_X-Small),Srishti,1699.0,799.0,https://m.media-amazon.com/images/I/61lFC+Sl0VL._AC_UL320_.jpg
Women's Rayon Straight Kurta,Vbuyz,2499.0,725.0,https://m.media-amazon.com/images/I/61l187ny2fL._AC_UL320_.jpg
Women Kurta and Sharara Set,YAVI,1999.0,699.0,https://m.media-amazon.com/images/I/71q3VZRWo0L._AC_UL320_.jpg
Women's Rayon Anarkali Kurti with Beautiful Work Lace with Lutkun Shrug,KANSHI,1299.0,999.0,https://m.media-amazon.com/images/I/41puOKId1wL._AC_UL320_.jpg
Women's Synthetic a-line Kurta,ZIYAA,2229.0,549.0,https://m.media-amazon.com/images/I/71eBzKCSq9L._AC_UL320_.jpg
Women's Kurta,BIBA,2599.0,910.0,https://m.media-amazon.com/images/I/61rNqV-mOzL._AC_UL320_.jpg
Women's Rayon Gold Printed Kurti and Pant Set.,FASHION CLOUD,1600.0,599.0,https://m.media-amazon.com/images/I/81LppD+IiaL._AC_UL320_.jpg
Women’s Rayon Printed Straight Kurta and Palazzo Set,HF HOLYDAY FASHION,1999.0,679.0,https://m.media-amazon.com/images/I/61SEPNr48JL._AC_UL320_.jpg
Women's Casual Embroidered Cotton Plus size Kurti,Shagun prints,999.0,449.0,https://m.media-amazon.com/images/I/31ifGCNOLqL._AC_UL320_.jpg
Women's Rayon Kurta,W for Woman,1699.0,679.0,https://m.media-amazon.com/images/I/71uqT3Vdj0L._AC_UL320_.jpg
Women's Crepe Straight Kurta (PK1924E_Pink),Vaamsi,999.0,299.0,https://m.media-amazon.com/images/I/61xzUG5IlzL._AC_UL320_.jpg
"Women Rayon Printed Kurta Pant & Dupatta Set, Green",PARTHVI,3999.0,799.0,https://m.media-amazon.com/images/I/31E757ZHHIS._AC_UL320_.jpg
Women's Cotton Straight Kurta,NxtSkin,1249.0,549.0,https://m.media-amazon.com/images/I/81ls7qxapOL._AC_UL320_.jpg
Women's Kurta,W for Woman,1799.0,989.0,https://m.media-amazon.com/images/I/81zuh6gXLiL._AC_UL320_.jpg
Women's Regular Kurti,Amazon Brand - Myx,1699.0,424.0,https://m.media-amazon.com/images/I/71-GmP6R3CL._AC_UL320_.jpg
Women's Regular Short Cotton Kurtis for Women Latest,Pistaa's,1599.0,449.0,https://m.media-amazon.com/images/I/71WtoUNA-pS._AC_UL320_.jpg
Women's Multi-Coloured Crepe Knee Long W Style Kurtas/Kurti Combo (Set of 6),1 Stop Fashion,5533.0,1299.0,https://m.media-amazon.com/images/I/81JqDj8ingL._AC_UL320_.jpg
Women's Yellow Heavy Crepe Knee Long Straight Kurti,1 Stop Fashion,1023.0,199.0,https://m.media-amazon.com/images/I/81jreujFhML._AC_UL320_.jpg
Women's Short Length Kurta (QS_0031),QUEEN SHIELD,1095.0,695.0,https://m.media-amazon.com/images/I/714bXLIwT4L._AC_UL320_.jpg
Women's Blue-Coloured Crep Knee Long W Style Kurtas/Kurti,1 Stop Fashion,999.0,249.0,https://m.media-amazon.com/images/I/81gIdlEYkAL._AC_UL320_.jpg
Women Cotton Solid Staright Kurti,Faunashaw,1999.0,399.0,https://m.media-amazon.com/images/I/61FLGevBAhL._AC_UL320_.jpg
Women's Cotton a-line Kurta,Rangriti,799.0,458.0,https://m.media-amazon.com/images/I/81hygpnuL0L._AC_UL320_.jpg
Women's Straight Fit Kurta,Aurelia,999.0,450.0,https://m.media-amazon.com/images/I/71gpSty7sfL._AC_UL320_.jpg
Women Embriodered Rayon Straight Kurta,FASHION DEPTH,1499.0,505.0,https://m.media-amazon.com/images/I/71-Mu7h6SFL._AC_UL320_.jpg
Women's Printed Crepe A-line Kurti_187(Blue),HIVA TRENDZ,1299.0,199.0,https://m.media-amazon.com/images/I/71a4x-r+OPL._AC_UL320_.jpg
Women's Pink-Coloured Crep Knee Long W Style Kurtas/Kurti,1 Stop Fashion,1023.0,199.0,https://m.media-amazon.com/images/I/81Q2KThfl+L._AC_UL320_.jpg
Women's Rayon Casual Wear Printed Pink Short Kurti/Tunic/Top for Girls,NANAK FEB,999.0,399.0,https://m.media-amazon.com/images/I/71qmWQSosyL._AC_UL320_.jpg
Women's Kurta,BIBA,2599.0,884.0,https://m.media-amazon.com/images/I/8166X-aqvmL._AC_UL320_.jpg
Women's Kurta,Vaamsi,999.0,299.0,https://m.media-amazon.com/images/I/71jWRHMQNCL._AC_UL320_.jpg
Women's Regular Kurta,Max,1699.0,699.0,https://m.media-amazon.com/images/I/71zhc4kwpuS._AC_UL320_.jpg
Women's Rayon Printed Kurta And Palazzo With Dupatta Set (Green),Khushal K,4119.0,1479.0,https://m.media-amazon.com/images/I/71NtRHItDrL._AC_UL320_.jpg
Women Blue Printed Kurti,Ethnicity,1699.0,649.0,https://m.media-amazon.com/images/I/71N2aDtocKL._AC_UL320_.jpg
Women's Kurta,Aurelia,999.0,449.0,https://m.media-amazon.com/images/I/81Wof8R9j9L._AC_UL320_.jpg
Yash Gallery Women's Rayon Floral Print Anarkali Kurta Green…,Yash Gallery,2999.0,699.0,https://m.media-amazon.com/images/I/41lVQnph0zL._AC_UL320_.jpg
Women's Multi-Coloured Crepe Knee Long W Style Kurtas/Kurti Combo (Set of 6),1 Stop Fashion,5000.0,1299.0,https://m.media-amazon.com/images/I/81FC4utRbZL._AC_UL320_.jpg
Rayon Fabric Printed Round Neck Short Kurtis for Women Top Dresses Kurti for Girls & Ladies Kurtis,Shiv Textiles,1399.0,399.0,https://m.media-amazon.com/images/I/71EegLKgw1S._AC_UL320_.jpg
Women's Kurta,BIBA,1799.0,630.0,https://m.media-amazon.com/images/I/91qJj+o3KNL._AC_UL320_.jpg
"Women's Cotton Blend Jaipuri Kurti Pumfum Attached Frock, Multicolour, XL",Outer Wear,799.0,540.0,https://m.media-amazon.com/images/I/71BjN-obFyL._AC_UL320_.jpg
Women's Kurta,BIBA,1699.0,646.0,https://m.media-amazon.com/images/I/61Vhpgtp2QL._AC_UL320_.jpg
Women's Regular Kurtas,Karigari by Unlimited,899.0,719.0,https://m.media-amazon.com/images/I/81z-KXF95NL._AC_UL320_.jpg
Women's Cotton Blend Solid Straight Kurta Palazzo With Dupatta Set(IE27KS9OL1495_P),INDO ERA,2999.0,1099.0,https://m.media-amazon.com/images/I/71+kDQEVfmL._AC_UL320_.jpg
Womens Cotton Printed Kurta With Pant Set (BLUE),Sanganeri Kurti,2999.0,699.0,https://m.media-amazon.com/images/I/81YqrXD8mtL._AC_UL320_.jpg
KALYANAM Women's Cotton Straight Kurta,Om,999.0,319.0,https://m.media-amazon.com/images/I/71vnR2y+AOL._AC_UL320_.jpg
Women's Embroidered Printed Rayon Anarkali Flared Kurta Gown for Women | Wedding Dress for Girls Gown,AZQU,2199.0,589.0,https://m.media-amazon.com/images/I/41-7x9zcgAL._AC_UL320_.jpg
Women's Crepe Regular Kurta,Sancom,399.0,283.0,https://m.media-amazon.com/images/I/71yaLkJzAvS._AC_UL320_.jpg
Women's Regular Kurti,Amazon Brand - Myx,2299.0,324.0,https://m.media-amazon.com/images/I/81-fXt9px5L._AC_UL320_.jpg
Women's Straight Faux Crepe Kurta (No Palazzo included),ZIYAA,1248.0,459.0,https://m.media-amazon.com/images/I/611gGaEl-kL._AC_UL320_.jpg
Women's Kurta,BIBA,999.0,439.0,https://m.media-amazon.com/images/I/91nF1odptpL._AC_UL320_.jpg
Casual Wear Cotton Women's Kurta Kurti,Vasvi,599.0,449.0,https://m.media-amazon.com/images/I/71o5dIv59YS._AC_UL320_.jpg
Women's Wear Chiffon Georgette Lucknowi Chikankari Kurti,Fstore,2499.0,899.0,https://m.media-amazon.com/images/I/71QIp4bUy+L._AC_UL320_.jpg
Women's Dress Shirt,PERFECTBLUE,999.0,279.0,https://m.media-amazon.com/images/I/61dzNyx5TMS._AC_UL320_.jpg
Women's Rust Cotton Kurta With Printed Pants And Dupatta,Idalia,4299.0,1379.0,https://m.media-amazon.com/images/I/71rCwprBvTL._AC_UL320_.jpg
Women's Rayon Printed Anarkali Kurta & Dupatta Set (Blue),KIPEK,3999.0,1299.0,https://m.media-amazon.com/images/I/71vSlUCAY3L._AC_UL320_.jpg
Women's Printed Rayon Kurta Palazzo With Dupatta Set,B & A Ventures,1699.0,699.0,https://m.media-amazon.com/images/I/71kAnVKdm7L._AC_UL320_.jpg
"Style Secret Women's Gold Printed Rayon Kurta Palazzo Set (XX-Large, Blue)",Generic,1299.0,999.0,https://m.media-amazon.com/images/I/71W0Lpr3eYS._AC_UL320_.jpg
Black Rayon Slub Printed A-Line Kurta,Juniper,1699.0,764.0,https://m.media-amazon.com/images/I/61McTmRP2nL._AC_UL320_.jpg
Plus Size Rayon Floral Printed Anarkali Kurta,Yash Gallery,2999.0,819.0,https://m.media-amazon.com/images/I/81o7on+JdTL._AC_UL320_.jpg
Femezone Women's Cotton Printed Kurti Pant & Dupatta Set (Red Indigo Set),FEMEZONE Fashion with Tradition,2699.0,1399.0,https://m.media-amazon.com/images/I/51XPq3JOxnS._AC_UL320_.jpg
Women's Straight Kurta,Aurelia,1699.0,799.0,https://m.media-amazon.com/images/I/81bsDyw3cRL._AC_UL320_.jpg
Women's Kurta,Aurelia,1199.0,599.0,https://m.media-amazon.com/images/I/81lpC3Bi5mL._AC_UL320_.jpg
Women's Straight Kurta,Max,599.0,419.0,https://m.media-amazon.com/images/I/91nkpY34a-L._AC_UL320_.jpg
Blue Crepe Kaftan Kurti,Maaesa,1999.0,879.0,https://m.media-amazon.com/images/I/41jen6h-EiL._AC_UL320_.jpg
"Women's Rayon Anarkali Kurta, Embroidered Anarkali Kurti for Girls",AALIYA FASHION,1599.0,499.0,https://m.media-amazon.com/images/I/71qqO-s0+OL._AC_UL320_.jpg
Women's Rayon Straight Kurta pant with dupatta,DFA,1599.0,789.0,https://m.media-amazon.com/images/I/81vcrh8UpiS._AC_UL320_.jpg
Women's Cotton Regular Kurta,Aurelia,1999.0,989.0,https://m.media-amazon.com/images/I/71GwuvYy3UL._AC_UL320_.jpg
Women Kurti,Amazon Brand - Tavasya,1299.0,338.0,https://m.media-amazon.com/images/I/814rpZjPorL._AC_UL320_.jpg
Women's Asymmetrical Hemline Kurta,BIBA,2999.0,1050.0,https://m.media-amazon.com/images/I/81Ik6iQy--L._AC_UL320_.jpg
Beauty Chikan Handicraft-Lucknowi Chikankari Rayon Kurti with Plazo Set,Generic,1499.0,799.0,https://m.media-amazon.com/images/I/61ChcfZIbGL._AC_UL320_.jpg
Women's Kurta,Indigo,899.0,249.0,https://m.media-amazon.com/images/I/81NZml+0O0L._AC_UL320_.jpg
Women's Kurta,Aurelia,1699.0,679.0,https://m.media-amazon.com/images/I/81nNJqkFFrL._AC_UL320_.jpg
Women's Plain & Solid Rayon A-Line Kurtis,HF HOLYDAY FASHION,1650.0,449.0,https://m.media-amazon.com/images/I/7133zrgd4dL._AC_UL320_.jpg
Women's Relaxed Kurta Dress,Amazon Brand - Myx,2199.0,543.0,https://m.media-amazon.com/images/I/71wmvyaUYUL._AC_UL320_.jpg
Women's Cotton Straight Salwar Suit Set,Jaipur Kurti,4499.0,1539.0,https://m.media-amazon.com/images/I/616iYpcePeL._AC_UL320_.jpg
Women's Jaipuri Rajasthani Rayon Straight Kurti with Plazzo for Women & Girls Dress pKKffd,Generic,1999.0,710.0,https://m.media-amazon.com/images/I/41l4szgXVBL._AC_UL320_.jpg
Women's Cotton A-Line Kurti,Arayna,1499.0,579.0,https://m.media-amazon.com/images/I/810UJtghM0L._AC_UL320_.jpg
Women Kurta,ALC Creation,1999.0,369.0,https://m.media-amazon.com/images/I/71Om6nDiQ2L._AC_UL320_.jpg
Women's Rayon Straight Kurta with Sarara Set,DFA,1799.0,719.0,https://m.media-amazon.com/images/I/71l5hWyzoBL._AC_UL320_.jpg
Women's Crepe A-Line Kurta,Bandidhari fashion,999.0,299.0,https://m.media-amazon.com/images/I/81BRCj-iDTL._AC_UL320_.jpg
Women's Cotton Straight Kurta,Jaipur Kurti,1899.0,319.0,https://m.media-amazon.com/images/I/81gAGotWayL._AC_UL320_.jpg
Women's Kurta,Aurelia,1899.0,623.0,https://m.media-amazon.com/images/I/81sSkpt1ZyL._AC_UL320_.jpg
Navy Blue Checks Cotton Kurti,Soch,1198.0,457.0,https://m.media-amazon.com/images/I/81dme8E6-qL._AC_UL320_.jpg
Women's Kurta,Vaamsi,999.0,299.0,https://m.media-amazon.com/images/I/61IURXEqCUL._AC_UL320_.jpg
Cotton Kurta,Crawler Creation,2599.0,599.0,https://m.media-amazon.com/images/I/81LovHD+3kL._AC_UL320_.jpg
Women's Regular Kurti,Amazon Brand - Myx,899.0,373.0,https://m.media-amazon.com/images/I/719IGe3BvjL._AC_UL320_.jpg
Women's Striped Cotton Blend Straight Kurta Palazzo With Dupatta Set(RRRRR2140),INDO ERA,4799.0,1399.0,https://m.media-amazon.com/images/I/71ZBmvCcRqS._AC_UL320_.jpg
"Women Salawar Set Green Embroidered Kurta, Trouser/Pant & Dupatta Set",7TH FAB,2999.0,1599.0,https://m.media-amazon.com/images/I/81kSWVWpANL._AC_UL320_.jpg
Girl's Regular Dress,Aarika,2499.0,771.0,https://m.media-amazon.com/images/I/715dZTb-rmL._AC_UL320_.jpg
Women's Rayon Gold Print Anarkali Kurta (Purple),Yash Gallery,4999.0,869.0,https://m.media-amazon.com/images/I/61pdy6E1Z4L._AC_UL320_.jpg
Women's Rayon Straight Floral Block Print Kurta Pant Set Kurta Pant Set for Women Under 500/kurti Plazo Pants for Women,Ngudi,999.0,589.0,https://m.media-amazon.com/images/I/31E3P0ceJkL._AC_UL320_.jpg
Women Printed Cotton Kurti,AnjuShree Choice,2084.0,399.0,https://m.media-amazon.com/images/I/81kQB6p9t6L._AC_UL320_.jpg
Women's Navy Blue & White Paisley Printed Straight Kurti,Tissu,999.0,599.0,https://m.media-amazon.com/images/I/819hGF9u-bL._AC_UL320_.jpg
Women's Rayon Anarkali Kurta,Ayukta,1999.0,599.0,https://m.media-amazon.com/images/I/71CDiwB7jSL._AC_UL320_.jpg
Cotton Men's Casual Kurta,Vida Loca,2499.0,598.0,https://m.media-amazon.com/images/I/51lC3SuyEqS._AC_UL320_.jpg
Women's Kurta,BIBA,2299.0,1081.0,https://m.media-amazon.com/images/I/71DDXcgkUQL._AC_UL320_.jpg
Women Kurta,Max,399.0,299.0,https://m.media-amazon.com/images/I/81LvtuEB5XL._AC_UL320_.jpg
"Style Secret Women's Gold Printed Rayon Kurta Palazzo Set (X-Large, Blue)",Generic,1299.0,900.0,https://m.media-amazon.com/images/I/71gANffQIfS._AC_UL320_.jpg
Women's Kurta,W for Woman,1699.0,449.0,https://m.media-amazon.com/images/I/81jMW7UO1wL._AC_UL320_.jpg
Women's Pure Cotton Floral Straight Kurta Palazzo With Dupatta Set(KH0YL1990),INDO ERA,4799.0,1749.0,https://m.media-amazon.com/images/I/81SP52F+qTL._AC_UL320_.jpg
Women's Regular Short Kurti,Amazon Brand - Myx,1299.0,263.0,https://m.media-amazon.com/images/I/81SHaJY2qmL._AC_UL320_.jpg
"Kurti/Kurta for women (Cotton, Straight, Long, Sky Grey)",BLUEPOCKET,1199.0,299.0,https://m.media-amazon.com/images/I/414BH3VKVNL._AC_UL320_.jpg
Jaipuri Kurti Pumfum Attached Frock,Outer Wear,799.0,540.0,https://m.media-amazon.com/images/I/71UIu6bcGYL._AC_UL320_.jpg
Women's Cotton A-Line Kurta,Jaipur Kurti,2899.0,759.0,https://m.media-amazon.com/images/I/61Ns1EpjyrL._AC_UL320_.jpg
Women's Cotton Embroidered Anarkali Kurta (White),Chokhi Bandhni,1999.0,699.0,https://m.media-amazon.com/images/I/81vg2JI6-xL._AC_UL320_.jpg
Women's Cotton Straight Kurta,Roopvati,999.0,299.0,https://m.media-amazon.com/images/I/71Sj29h-L0L._AC_UL320_.jpg
Women's Cotton Cambric Mughal Print Anarkali Kurta,KIPEK,2399.0,791.0,https://m.media-amazon.com/images/I/61t+YnB9iOL._AC_UL320_.jpg
Women's Kurta,1 Stop Fashion,3873.0,1094.0,https://m.media-amazon.com/images/I/916AZ6LbphL._AC_UL320_.jpg
Women's Crepe Straight Kurta with Palazzo Set,ZIYAA,2217.0,559.0,https://m.media-amazon.com/images/I/71liZOaKvpL._AC_UL320_.jpg
Women's Regular Kurti,Amazon Brand - Tavasya,1799.0,449.0,https://m.media-amazon.com/images/I/91TfO06it-L._AC_UL320_.jpg
Women's Kurta,BIBA,2199.0,1363.0,https://m.media-amazon.com/images/I/71tMBtkjn5L._AC_UL320_.jpg
Women Maroon and Blue Printed Plus Size Straight Cotton Kurta,AgrohA,1699.0,799.0,https://m.media-amazon.com/images/I/71n049I1IKS._AC_UL320_.jpg
Women's Baby Pink Printed Flared Cotton Kurta Set,Idalia,3499.0,1049.0,https://m.media-amazon.com/images/I/71luoIxKIqL._AC_UL320_.jpg
Women's Rayon Anarkali Printed Kurta |Anarkali Solid Kurta for Women Solid Kurti for Women Under 500 | Kurta for Women 2021,Ngudi,1199.0,486.0,https://m.media-amazon.com/images/I/31qbIsFVWUS._AC_UL320_.jpg
Women's Blue Cotton Anarkali Kurti,AnjuShree Choice,2184.0,550.0,https://m.media-amazon.com/images/I/71fnMSPaqyL._AC_UL320_.jpg
Women's Rayon Foil Printed Kurta With Palazzo Set (Pink),Khushal K,2699.0,1209.0,https://m.media-amazon.com/images/I/61N5uenMi3L._AC_UL320_.jpg
Women's Crepe Stitched Wrap Kurti,OPERA DESIGNER,999.0,399.0,https://m.media-amazon.com/images/I/615cFLAvFDL._AC_UL320_.jpg
"Lucknow Chikankari Hand Embroidered Fit and Flared Top, Short Kurti for Women, Cotton",indiankala4u,4500.0,1499.0,https://m.media-amazon.com/images/I/71Qjy3WGb7S._AC_UL320_.jpg
Women's Cotton Anarkali Kurta,Idalia,3399.0,1048.0,https://m.media-amazon.com/images/I/71ohMwb4x2L._AC_UL320_.jpg
Women's Rayon A-Line Kurta,METRO-FASHION,2000.0,849.0,https://m.media-amazon.com/images/I/81LUqTkI2ML._AC_UL320_.jpg
Women's Rayon Straight Kurti Set,Generic,1599.0,349.0,https://m.media-amazon.com/images/I/51V212o1RCL._AC_UL320_.jpg
Women's Kurta,BIBA,2999.0,2099.0,https://m.media-amazon.com/images/I/81XsqLkZZ-L._AC_UL320_.jpg
Women's Kurta,W for Woman,1699.0,747.0,https://m.media-amazon.com/images/I/81fKVS2IbSL._AC_UL320_.jpg
